year,BOLSPPOPTOTL,BOLSPPOP1564TO,BOLNYGDPMKTPKN,BOLNECONPRVTKN,BOLNECONGOVTKN,BOLNEGDIFTOTKN,BOLNEGDISTKBKN,BOLNEEXPGNFSKN,BOLNEIMPGNFSKN,BOLNYGDPDISCKN,BOLNYGDPMKTPCN,BOLNECONPRVTCN,BOLNECONGOVTCN,BOLNEGDIFTOTCN,BOLNEGDISTKBCN,BOLNEEXPGNFSCN,BOLNEIMPGNFSCN,BOLNVAGRTOTLKN,BOLNVINDTOTLKN,BOLNVSRVTOTLKN,BOLNVAGRTOTLCN,BOLNVINDTOTLCN,BOLNVSRVTOTLCN,BOLNYGDPMKTPCD,BOLBXGSRMRCHCD,BOLBXGSRNFSVCD,BOLBMGSRMRCHCD,BOLBMGSRNFSVCD,BOLBNCABFUNDCD,BOLBXFSTREMTCD,BOLBMFSTREMTCD,BOLBFCAFFFDICD,BOLFIRESTOTLCD,BOLPANUSATLS,BOLFPCPITOTLXN,BOLGGREVTOTLCN,BOLGGREVTAXTCN,BOLGGEXPTOTLCN,BOLGGEXPINTPCN,BOLGGBALOVRLGD,BOLGGDBTTOTLGD,BOLGGREVTOTLGD,BOLGGEXPTOTLGD,BOLGGREVTAXTGD,BOLLMEMPTOTL,BOLLMUNRTOTL_,BOLLMPRTTOTL_,BOLFMLBLPOLYFR,BOLFMLBLMTWOCN,BOLNVOILTOTLGD,BOLBXGOILSHRPC,BOLNEGDIFGOVKN,BOLNEGDIFPRVKN,BOLNEGDIFGOVCN,BOLNEGDIFPRVCN,BOLNYGDPFCSTKN,BOLNYGDPFCSTCN,BOLNYTAXNINDKN,BOLNYTAXNINDCN,BOLNYGDPMKTPXN,BOLNYGDPFCSTXN,BOLNECONPRVTXN,BOLNECONGOVTXN,BOLNEGDIFTOTXN,BOLNEEXPGNFSXN,BOLNEIMPGNFSXN,BOLNVAGRTOTLXN,BOLNVINDTOTLXN,BOLNVSRVTOTLXN,BOLLMLBFTOTL,BOLSPPOPWORK,BOLNYYWBTOTLCN,BOLNEWRTTOTLXN,BOLGGEXPINTECN,BOLGGEXPINTDCN,BOLGGEXPCAPTCN,BOLGGEXPWAGECN,BOLGGEXPGNFSCN,BOLGGBALOVRLCN,BOLGGEXPTRNSCN,BOLGGREVDRCTCN,BOLGGREVIDRTCN,BOLGGDBTTOTLCN,BOLGGDBTEXTLCN,BOLGGDBTDOMTCN,BOLNEGDIKSTKKN,BOLNYGDPTFP_ACT,BOLLMPRTSTRL_,BOLLMUNRSTRL_,BOLLMEMPSTRL,BOLNYGDPTFP,BOLNYGDPPOTLKN,BOLNYGDPGAP_,BOLXMKT_USD,BOLGGBALPRIMCN
1990,7130142.0,3966055.0,106000145693.88,77892584544.9792,16101197362.5566,13555276150.7216,-19157960.1770541,18462131909.3134,20931239671.2734,,15443135928.0,11869886152.0,1815415000.0,1939424556.0,-4100536.0,3517480312.0,3694969556.0,10301098559.8122,30742676125.3866,52964439005.5423,2371077205.0,4923974890.0,7121414173.0,4867582597.51312,830800000.0,145900000.0,775600000.0,310600000.0,-198900000.0,4599999.905,7700000.0,27200000.0,510931171.639825,3.17265,26.335044640285,2111900000.0,1117500000.0,2191700000.0,145700000.0,-1.65445671909649,,13.6753312918195,14.1920657191537,7.23622459330852,,,69.002,41.8133333333333,3779600000.0,2.75361755081365,,5422110460.28864,8133165690.43296,775769822.4000001,1163654733.6,94008213690.74107,14416466268.0,11991932003.138916,1026669660.0,0.1456897613386169,0.1533532624651912,0.1523878841784446,0.1127503103726779,0.1430752523545422,0.1905240591540554,0.176528940188434,0.2301771205500656,0.1601674125543642,0.1344565203882326,2736657.2710999995,4560963.25,7929056447.400001,,,,,,,,,312900000.0,804600000.0,,,,207926474183.2724,,69.25603285717841,,,,,,7301373896.26968,
1991,7280289.0,4055020.0,111582671634.805,80481251289.2334,16639111624.6063,16139951263.3933,901218883.51691,19808722933.7706,23566339295.7512,,19132128300.0,14891257800.0,2310153000.0,2771102000.0,209256800.0,4109456200.0,5159097400.0,11316775072.062,32038130092.5259,55260846246.3995,2973533700.0,5855625100.0,8917330800.0,5343262457.10226,760300000.0,157000000.0,804200000.0,311200000.0,-262600000.0,3400000.095,8600000.0,52000000.0,422359443.149442,3.58060833333333,31.9831400506551,2841300000.0,1517700000.0,2779600000.0,204900000.0,-0.430689146068501,,14.8509353243256,14.5284411457768,7.93272957509908,2728793.01945627,2.935,69.329,41.1475,5697100000.0,1.37366238218404,,6455980505.35732,9683970758.035978,1108440800.0,1662661200.0,98615751410.9874,17746489600.0,12966920223.817596,1385638700.0,0.1714614645777336,0.1799559334699015,0.1850276624860592,0.1388387224101371,0.1716920921740997,0.2074568973345604,0.2189180650950798,0.2627545109861585,0.1827705013709912,0.1613679739944447,2811304.8158,4663273.0,9760569280.0,3576.881504169509,,,,,,,,424956000.00000006,1092744000.0,,,,213670101737.50208,256.7014001612202,69.4210178069379,2.9993202382160025,2730604.2071266426,256.6118012360371,110224552817.546,1.232138196565935,8014893685.653389,
1992,7430336.0,4145535.0,113419878296.005,83342802929.9752,17253478004.3621,18087477445.6957,221613207.553922,20029155461.7488,25905064603.6769,,22014006000.0,17488916500.0,2833313000.0,3591710600.0,85582900.0,4412875200.0,6398392000.0,10837496767.8745,32614273507.2713,57565103407.7882,3170942400.0,6639617900.0,10460944200.0,5643868748.68126,608400000.0,164600000.0,1040800000.0,311000000.0,-533900000.0,3799999.952,8900000.0,93100000.0,479572082.597047,3.90051666666666,35.8404102387903,3339900000.0,1959200000.0,3866100000.0,318200000.0,-2.60743092374918,,15.171704777404,17.5620012095936,8.89978861639267,2785205.236830075,3.03,69.285,45.5116666666666,7661100000.0,1.42097317088114,16.4779970409837,7234990978.278281,10852486467.41742,1436684240.0,2155026360.0,101016873682.934,20271504500.0,12403004613.071014,1742501500.0,0.1940930137708973,0.2006744394369899,0.20984315243986,0.1642169190051808,0.1985744342063975,0.2203225796727976,0.246993863859804,0.2925899280911065,0.2035801256931174,0.1817237107331366,2872233.92475,4767365.25,11149327475.0,4003.0541834286446,,,,,,,,548576000.0,1410624000.0,,,,221074074096.32263,254.08305267104268,69.58346242812567,2.912920147851918,2800580.496821768,258.1546742771837,113828527186.76788,-0.359003934130131,8465803123.021891,
1993,7579195.0,4235469.0,118262108755.566,86113882155.05,17690470149.5468,18562920255.5496,-104710730.325048,21091621802.7389,25716370897.3394,,24458969300.0,19413422200.0,3270271000.0,4075936400.0,-24607700.0,4666958500.0,6943011200.0,11286553562.7158,34383629679.5439,60024535639.4507,3582740600.0,7002221900.0,11969203800.0,5734699488.84934,715500000.0,181400000.0,1111700000.0,321700000.0,-505500000.0,4199999.809,9500000.0,123800000.0,572438127.381548,4.26508333333333,38.8968363247954,3923700000.0,2327600000.0,4984100000.0,450300000.0,-2.64606407597069,,16.0419678845584,20.3773917815907,9.51634540053983,2854690.8583116,3.05,69.52,53.8766666666666,10243100000.0,1.3937400044077,12.7383036713833,7425168102.21984,11137752153.32976,1630374560.0,2445561840.0,105694718881.7104,22554166300.0,12567389873.855606,1904803000.0,0.2068199997224287,0.2133897184138574,0.2254389386956878,0.1848606041758465,0.2195740941558724,0.2212707274788116,0.2699840979785495,0.3174344214194214,0.2036498753988699,0.1994051877701378,2944498.0488,4870789.35,12404791465.000002,4345.406238606441,,,,,,,,651728000.0000001,1675872000.0,,,,228583290647.05612,257.4649449363445,69.73990621410063,2.825876855105676,2870341.0156147755,259.69844330758224,117862265944.12048,0.3392458207405191,8602049233.27401,
1994,7727322.0,4324443.0,123781714887.193,88640144016.8474,18244597227.2771,17074517498.9897,-414265701.740249,24275718880.5231,25550598645.1026,,27636341900.0,21444454300.0,3749673000.0,4104405000.0,-132732400.0,5986946900.0,7516404800.0,12039631885.9903,35991854448.1907,62618860548.297,4212963200.0,7775029500.0,13354324700.0,5981222858.82727,985100000.0,196000000.0,1015300000.0,337500000.0,-90200000.0,4500000.0,9800000.0,130200000.0,793388690.272345,4.62051666666666,41.9595904151193,4528600000.0,2776200000.0,5244300000.0,610300000.0,-3.5721080726679,59.2,16.3863944670622,18.9761004512685,10.0454684272089,2925492.6086087995,3.08,69.8,55.5733333333333,12723100000.0,1.32063764470926,9.52179302499781,6829806999.5958805,10244710499.39382,1641762000.0,2462643000.0,110650346882.478,25342317400.0,13131368004.714996,2294024500.0,0.2232667557174018,0.2290306186470082,0.2419271148287412,0.2055223775723558,0.2403819024603686,0.2466228468646276,0.2941772482282212,0.3499245857261083,0.2160219199372443,0.2132636171126111,3018461.2139999997,4973109.449999999,13938274570.000002,4764.419684050497,,,,,,,,777336000.0000001,1998864000.0,16360714404.800003,8998392922.640003,7362321482.160002,234228643613.693,262.971716256431,69.88390403394041,2.738717956116601,2939323.085703517,261.2032881004234,121922731819.21666,1.524722289468361,8971834288.240904,
1995,7874676.0,4414011.0,129572565886.25,91252401560.458,19454287910.6036,19430922219.2453,-635542520.799411,26489249296.9572,27829624959.8279,,32235072900.0,24440155400.0,4375144000.0,5007243800.0,-93328200.0,7269467200.0,8763609200.0,12208635651.0345,38506816721.5762,64915903481.6424,4789905900.0,9394189100.0,15063715000.0,6715161732.22658,1041400000.0,192400000.0,1223700000.0,350200000.0,-302500000.0,5400000.0,9200000.0,392700000.0,1005482847.42788,4.80034166666666,46.2366182230716,5233800000.0,3134000000.0,5707800000.0,727700000.0,-2.7882673099213,62.0,16.2363522993615,17.7068003466498,9.72232949409585,3011147.1813569157,2.664,70.085,51.0175,13697400000.0,1.67539093460871,12.9404641892439,7772368887.69812,11658553331.54718,2002897520.0,3004346280.0,115631355854.25311,29247810000.0,13941210031.996887,2987262900.0,0.2487800768590068,0.2529401284273206,0.2678302705689068,0.2248935566341299,0.257694603658111,0.274430849983923,0.3149021667611504,0.3923375254133435,0.2439617163871204,0.2320496857023622,3093559.6093499996,5076112.649999999,16086295500.000002,5342.248163622152,,,,,,,,877520000.0000001,2256480000.0,19985745198.0,10992159858.900002,8993585339.1,241948133652.25363,267.0148673980452,70.00681169458163,2.6542122784729587,3008090.3332013777,262.60705344518533,125517525562.0702,3.2306566800303305,10072742598.33987,
1996,8021736.0,4504346.0,135223668561.107,94232596491.6259,19961168998.6565,21709841142.219,161975732.289215,27567006620.1621,30039369150.121,,37536646800.0,28200555400.0,5002609000.0,6072066400.0,22842000.0,8476477000.0,10237903000.0,13027137070.9401,39685300515.4374,68490681399.5311,5324453000.0,10493326900.0,17833808000.0,7396949126.35685,1131990000.0,180940000.0,1368000000.0,363420000.0,-379690000.0,10700000.0,13000000.0,474100000.0,1301661210.80997,5.0746125,51.9817430329974,6444200000.0,4614700000.0,7069000000.0,749500000.0,-2.58334210076538,58.0,17.167756177944,18.8322628754362,12.2938525238754,3093152.4718883247,2.375,70.341,55.9666666666666,19154161924.68,2.08266621438735,13.0738735089195,8683936456.887602,13025904685.3314,2428826560.0,3643239840.0,121203118985.9086,33651587900.0,14020549575.198397,3885058900.0,0.2775893244091166,0.2776462205061936,0.2992653970062904,0.2506170355221532,0.279691885363071,0.3074863047988834,0.3408161785567578,0.4087201179357639,0.264413441846513,0.2603829840145537,3168402.01986,5179997.899999999,18508373345.0,5983.660202078854,,,,,,,,1292116000.0000002,3322584000.0,21771255144.0,11974190329.2,9797064814.8,251560568111.85992,269.8005485331351,70.09914596262155,2.578541470201849,3076090.4220058913,263.86526841290635,129555769275.20132,4.374872163250387,11095423689.535276,
1997,8167900.0,4595614.0,141922931371.563,99348482207.8886,20631889990.4661,27520052805.7989,714587743.386781,26985282713.5221,34106431464.2868,,41643866100.0,31113364500.0,5789967000.0,7899404700.0,276106200.0,8791271200.0,12226247600.0,13620492742.7532,41159215191.5572,73617220432.4445,6212539900.0,11008601600.0,20497255400.0,7925736821.45034,1090000000.0,323840000.0,1643600000.0,418740000.0,-553500000.0,84900000.0,12000000.0,730600000.0,1359051283.44007,5.25425833333333,54.4292744812108,7070100000.0,5255600000.0,8199200000.0,709200000.0,-3.08496813651987,55.0,16.977530335494,19.688854008682,12.6203460249816,3179717.82667008,2.08,70.66,50.05,22786656415.59,1.64557088716868,8.41558907225538,11008021122.31956,16512031683.47934,3159761880.0,4739642820.0,128396928366.7549,37718396900.0,13526003004.80809,3925469200.0,0.293425915724456,0.2937640127360415,0.313174029522612,0.2806319247861207,0.2870417711675129,0.3257802148426174,0.3584733751111497,0.4561171183256486,0.2674638364401599,0.2784301727176658,3247260.8524,5284956.1,20745118295.0,6524.201022178458,,,,,,,,1471568000.0000002,3784032000.0,22904126355.0,12597269495.250002,10306856859.75,266502592512.0658,271.7522857469136,70.15220548771167,2.517985056545644,3142746.637626386,264.97754021415346,133973336427.79794,5.933714241750865,11888605232.17551,
1998,8313394.0,4688349.0,149060739069.545,104567479796.1,21416066102.3344,35560518791.8334,788318962.169434,28734584620.4824,41715834197.7204,,46822325700.0,35144093500.0,6657606000.0,10840874200.0,212243500.0,9223382400.0,15255874000.0,13017216449.8351,44073695687.654,78175943194.4955,5911520600.0,12236263000.0,24215181500.0,8497494652.12546,1032000000.0,323200000.0,1759500000.0,440500000.0,-666100000.0,88400000.0,15100000.0,949300000.0,1218866920.23489,5.51013333333333,58.6057573316524,8279900000.0,6342800000.0,9212900000.0,775700000.0,-2.85697043024072,58.0,17.6836581186739,19.6762972839685,13.5465291507295,3234767.9261649563,2.121,70.491,39.4116666666666,25845352199.0,1.24033297671521,7.28497112896233,14224207516.73336,21336311275.100037,4336349680.0,6504524520.0,135266855331.9846,42362965100.0,13793883737.560425,4459360600.0,0.3141157490045371,0.31318067531051,0.3360900881280563,0.3108696979261894,0.304857031570913,0.3209854091096012,0.3657094312843364,0.4541309290493426,0.2776318801744516,0.3097523420952474,3304864.09359,5391601.35,23299630805.0,7202.875549907947,,,,,,,,1775984000.0000002,4566816000.0,27156948906.0,14936321898.3,12220627007.7,288737981678.2959,272.72364161335105,70.15970745987727,2.4767871480447003,3207862.1922748988,266.0028288606962,139595217292.61047,6.780692032660052,12746241978.18819,
1999,8459806.0,4783299.0,149697057635.436,107456053270.121,22103569309.5875,30128225734.7922,-188212166.055499,25055179493.8408,34565378874.9126,,48156174800.0,37001622000.0,7126099000.0,9196540100.0,-156734200.0,8129195400.0,13140547400.0,13343571214.4637,43209281398.9297,81545021902.5567,6384541600.0,12108338700.0,26110334500.0,8285064434.56826,1005500000.0,305100000.0,1539000000.0,449700000.0,-488000000.0,96000000.0,32100000.0,1010500000.0,1248580099.5968,5.81240833333333,59.8713581954227,8619200000.0,5797900000.0,9874000000.0,627600000.0,-3.21018022386612,65.0,17.8984315838973,20.5041202732739,12.0397851865925,3286379.794871288,2.299,70.322,35.3691666666666,26680306596.57,1.83148099301924,5.26722651510801,12051290293.91688,18076935440.875317,3678616040.0,5517924060.0,138097874515.9501,44603214800.0,11599183119.4859,3552960000.0,0.3216908572597125,0.3229826306620555,0.3443419041920888,0.3223958492943051,0.3052466541161034,0.3244516927926364,0.3801650040508409,0.478473228597117,0.2802254124110456,0.320195321440969,3363711.52278,5500793.85,24531768140.000004,7464.678360755562,,,,,,,,1623412000.0000002,4174488000.0,31301513620.0,17215832491.0,14085681129.0,304429308329.1733,265.12433563161915,70.12044701426647,2.454812004673917,3271734.5120926257,267.06784181963155,146884608354.60574,1.9147338256439328,12427596651.85239,
2000,8606326.0,4880705.0,153451176627.565,109930929813.183,22562997756.6471,27447138728.5681,132103032.335827,28823631642.0256,36179553863.4206,,51928492100.0,39655456200.0,7550039000.0,9288698100.0,132936800.0,9489799500.0,14188437500.0,13807311049.8779,44260681289.2965,82992735999.5596,6732950600.0,13365886100.0,27086846400.0,8397855484.76908,1139092096.03,330932000.0,1610160000.0,467680000.0,-446349903.97,126870000.0,37000000.0,736350000.0,1184108227.67536,6.18354166666666,62.6303680784417,9244300000.0,6403200000.0,10673200000.0,890500000.0,-3.99761270942046,72.0,17.8019804276196,20.5536490053406,12.3308028811412,3340402.9537346764,2.439,70.152,34.5958333333333,27094684561.77,3.20071915897547,12.1942402416879,10978855491.42724,16468283237.14086,3715479240.0,5573218860.0,141060728338.734,47185683100.0,12390448288.830994,4742809000.0,0.3384040008114991,0.3345061638040843,0.3607306539423492,0.3346203851735856,0.33842136303745,0.3292367741115463,0.3921672874563897,0.4876366278472114,0.3019810294522568,0.3263761107977418,3423912.1716000005,5612810.75,25952125705.000004,7769.160207448836,,,,,,,,1792896000.0000002,4610304000.0,37388514312.0,20563682871.6,16824831440.4,316654981641.2827,264.61655079691985,70.03653221142868,2.448366014927745,3334584.608626019,268.36649468558306,152746109965.7173,0.4615938579424217,12596783227.15362,
2001,8752736.0,4982127.0,156034986200.326,111326215935.477,23208915269.0626,21559990628.9599,839227623.20137,31238252672.2653,34356098175.892,,53790326600.0,40499252900.0,8458061000.0,7491256800.0,183780700.0,10743084300.0,13585109100.0,14285165667.8223,44352448395.7609,84376421963.3404,7130259400.0,13673864900.0,28322638400.0,8141516928.39489,1188657425.88972,332040844.082,1580000000.0,399443800.0,-274011530.02828,135280000.0,36380000.0,705756000.0,1146023735.30062,6.60691666666666,63.6259740912743,9095040000.0,6337870000.0,13041420000.0,1102970000.0,-6.61152334405049,68.3,16.9083189764458,24.2449169289855,11.7825460461138,3395090.29144933,2.623,69.981,20.0570612222166,34145254293.2672,2.70191454521148,22.4397697760694,8623996251.58396,12935994377.37594,2996502720.0,4494754080.0,143014036026.92358,49126762700.0,13020950173.402405,4663563900.0,0.3447324725683067,0.3435100782048517,0.3637890011771599,0.3644315514941176,0.3474610415617511,0.3439079775911469,0.3954206042388364,0.4991373264967512,0.3083001140768344,0.3356700573568471,3486542.2958699996,5729446.05,27019719485.000004,7958.468601866127,,,,,,,,1774603600.0000002,4563266400.0,36738793067.799995,20206336187.29,16532456880.509998,322382223188.17847,264.5372091353795,69.91208664177061,2.452197447253897,3397696.236212534,270.07326799129413,158087287483.59155,-1.2982076648500818,12212275392.592337,
2002,8900355.0,5090632.0,159913338356.362,113602461857.98,24011268714.4853,25550276793.7907,895937584.149183,33016721499.2706,38855032453.4799,,56682328500.0,41842207100.0,9050972000.0,8870584300.0,365616000.0,12262912900.0,15709963800.0,14349064286.2639,45540670125.5426,85521142944.9304,7343262900.0,14439012200.0,29644603900.0,7905485146.44351,1184341415.90552,370970703.156367,1638700000.0,433295000.0,-351932880.938109,112900000.0,37880000.0,676543000.0,892729137.789947,7.17,64.2165878277003,10416540714.81,7473057692.3,16315688264.296,1333991588.22,-8.71141046062707,75.0,18.377051526403,28.7844354599794,13.1841049760332,3461265.5609148243,2.603,69.81,20.6324567427483,32164317428.9323,3.20143436722118,24.9742676784933,10220110717.51628,15330166076.27442,3548233720.0,5322350580.0,145410877356.7369,51426879000.0,14502460999.625092,5255449500.0,0.3544565392893316,0.3536659700761883,0.3683213058561089,0.3769468455675485,0.3471815343368708,0.3714152206260367,0.4043224984771052,0.511759007660839,0.317057525947593,0.3466347955509556,3553770.1992,5854226.8,28284783450.000004,8171.803911666413,,,,,,,,2092456153.8440003,5380601538.456,42511746375.0,23381460506.25,19130285868.75,331813388822.56024,264.7910034018074,69.75238857358474,2.460960909950809,3463452.6927693207,272.3251428306216,162399550090.28897,-1.5309227966116443,11858227719.665264,
2003,9050700.0,5206741.0,164249132403.906,115742639876.451,24869140410.6278,22779189596.8411,442466270.550935,37032562875.9302,39210565659.1571,,61904448600.0,43960301200.0,10227321500.0,7839531500.0,351709900.0,15847993500.0,16322409100.0,15599276728.3706,45948315469.6156,86558193432.3102,8312057000.0,15845366300.0,31749587500.0,8082399639.54305,1492659721.64642,468545313.986,1497372825.0,550740000.0,75594887.4166634,158166413.296793,45781410.2461145,197400000.0,1096941369.79827,7.65916666666666,66.3596719570179,11635395868.72,8030864313.94,17461782696.35,1566203978.05,-7.5654306950567,88.0,18.7957346068987,28.2076378858982,12.9730003183325,3529690.3854231653,2.654,69.639,17.6632890518186,36738375247.1356,3.57840976144804,30.1389419296459,9111675838.73644,13667513758.104658,3135812600.0,4703718900.0,148105785630.2964,55907010800.0,16143346773.60962,5997437800.0,0.3768936109066951,0.3774802622468498,0.3798107702306189,0.4112454765677934,0.3441532222501517,0.4279475215662325,0.4162757875488114,0.5328488714404789,0.3448519524176706,0.3668004869444122,3625922.36499,5987752.149999999,30748855940.000004,8711.48814269544,,,,,,,,2248642007.9032,5782222306.036799,54475914768.0,29961753122.4,24514161645.6,338001908978.2733,266.82979879764366,69.56340540874578,2.4710190368443783,3532486.378182764,275.2037397088632,168074126008.7126,-2.275777774747023,12123599459.314575,
2004,9204287.0,5328768.0,171103734201.755,119110747536.499,25652090805.2495,22524582322.6933,-1243367096.83687,43187577130.8584,41353607471.9963,,69626113100.0,47281175700.0,11320186800.0,8137288100.0,-463304600.0,21680451000.0,18329683900.0,15637936956.5407,48844381483.3096,88549647615.6168,9275857900.0,18687404700.0,34315208600.0,8773451751.5121,2044256550.86625,517758635.338,1724732878.03138,606221071.0,337499451.331106,210558668.516465,50586782.9261628,65430000.0,1271422924.6815,7.93626666666666,69.3043033000566,14094000000.0,10455300000.0,18946100000.0,1774000000.0,-5.3889264141617,86.0,20.242405288024,27.2111987248072,15.0163488014671,3604934.889339456,2.615,69.467,14.4698833333333,34861567995.9744,5.08868092656529,37.5739969111581,9009832929.07732,13514749393.615978,3254915240.0,4882372860.0,153031966055.4671,62278471200.0,18071768146.287903,7347641900.0,0.406923398982638,0.4069638050485929,0.396951380777051,0.4412968473385963,0.3612625523271862,0.5020066519200235,0.4432426823321867,0.5931637866157462,0.3825906712809044,0.3875250723634511,3701735.26656,6128083.199999999,34253159160.000004,9501.74142154238,,,,,,,,2927484000.0000005,7527816000.0,59878457266.0,32933151496.300003,26945305769.7,343626395852.0529,272.7262690642552,69.35168066339261,2.480154852660993,3603933.807800345,278.7153377370285,173540854184.19696,-1.4043494218688002,13160177627.26815,
