year,BOLSPPOPTOTL,BOLSPPOP1564TO,BOLNYGDPMKTPKN,BOLNECONPRVTKN,BOLNECONGOVTKN,BOLNEGDIFTOTKN,BOLNEGDISTKBKN,BOLNEEXPGNFSKN,BOLNEIMPGNFSKN,BOLNYGDPDISCKN,BOLNYGDPMKTPCN,BOLNECONPRVTCN,BOLNECONGOVTCN,BOLNEGDIFTOTCN,BOLNEGDISTKBCN,BOLNEEXPGNFSCN,BOLNEIMPGNFSCN,BOLNVAGRTOTLKN,BOLNVINDTOTLKN,BOLNVSRVTOTLKN,BOLNVAGRTOTLCN,BOLNVINDTOTLCN,BOLNVSRVTOTLCN,BOLNYGDPMKTPCD,BOLBXGSRMRCHCD,BOLBXGSRNFSVCD,BOLBMGSRMRCHCD,BOLBMGSRNFSVCD,BOLBNCABFUNDCD,BOLBXFSTREMTCD,BOLBMFSTREMTCD,BOLBFCAFFFDICD,BOLFIRESTOTLCD,BOLPANUSATLS,BOLFPCPITOTLXN,BOLGGREVTOTLCN,BOLGGREVTAXTCN,BOLGGEXPTOTLCN,BOLGGEXPINTPCN,BOLGGBALOVRLGD,BOLGGDBTTOTLGD,BOLGGREVTOTLGD,BOLGGEXPTOTLGD,BOLGGREVTAXTGD,BOLLMEMPTOTL,BOLLMUNRTOTL_,BOLLMPRTTOTL_,BOLFMLBLPOLYFR,BOLFMLBLMTWOCN,BOLNVOILTOTLGD,BOLBXGOILSHRPC,BOLNYGDPMKTPXN,BOLNEGDIFGOVKN,BOLNEGDIFPRVKN,BOLNEGDIFGOVCN,BOLNEGDIFPRVCN,BOLNYGDPFCSTKN,BOLNYGDPFCSTCN,BOLNYTAXNINDKN,BOLNYTAXNINDCN,BOLNYGDPFCSTXN,BOLNECONPRVTXN,BOLNECONGOVTXN,BOLNEGDIFTOTXN,BOLNEEXPGNFSXN,BOLNEIMPGNFSXN,BOLNVAGRTOTLXN,BOLNVINDTOTLXN,BOLNVSRVTOTLXN,BOLLMLBFTOTL,BOLSPPOPWORK,BOLNYYWBTOTLCN,BOLNEWRTTOTLXN,BOLFIRESGRSCD,BOLFIRESMONTHS,BOLRES_SCARCITY,BOLGGREVTAXHYDROCN,BOLGGREVHYDRCN,BOLGGEXPCRNTCN,BOLGGEXPWAGESCN,BOLGGEXPGSCN,BOLGGEXPINTECN,BOLGGEXPINTDCN,BOLGGEXPCAPEXCN,BOLGGEXPTRNSCN,BOLGGBALOVRLCN,BOLGGBALPRIMCN,BOLGGFINEXTNCN,BOLGGFINDOMNCN,BOLGGREVDRCTCN,BOLGGREVIDRTCN,BOLGGEXPFUELCN,BOLGGREVIDHCN,BOLGGREVIEHDCN,BOLGGDBTTOTLCN,BOLGGDBTEXTLCN,BOLGGDBTDOMTCN,BOLNYGDPGAP_STR,BOLGGBALSTRPGD,BOLNEGDIKSTKKN,BOLNYGDPTFP_ACT,BOLLMPRTSTRL_,BOLLMUNRSTRL_,BOLLMEMPSTRL,BOLNYGDPTFP,BOLNYGDPPOTLKN,BOLNYGDPGAP_,BOLGGFINBCBCN,BOLGGFINBCBGD,BOLGGEXPFUELGD,BOLXMKT_USD
2006,9521689.0,5586802.0,187239737709.483,128087090422.12,27380829283.7134,26259484698.9325,-920956945.653177,52092087708.3294,49917953342.9124,,97691000000.0,57594546500.0,13169692000.0,13116888400.0,-395752800.0,38324626900.0,30062205700.0,17116433599.4161,55613205944.6026,94088720751.3007,10034959200.0,25370327400.0,39572461800.0,11451844902.2214,3661955400.56369,687399685.94,2632100969.94311,824794485.0,1317472316.56231,602974070.716,73240336.466,280763457.0,3193982720.12097,8.01161666666666,76.17,35859700000.0,14812200000.0,31727800000.0,1662300000.0,4.2295605531727585,54.4,36.70727088472837,32.47771033155562,16.8161681623874,3762215.835101685,2.575,69.121,11.8912833333333,48959127538.4958,6.90511113358437,48.8382325972114,0.5217428799840298,10503793879.573,15755690819.3595,5246755360.0,7870133040.0,166818360295.3194,74977748400.0,20421377414.163605,22713251600.0,0.4494574114459974,0.4496514544142827,0.4809822180160761,0.4995105026007318,0.7357091755389943,0.6022323370008195,0.5862762906603586,0.4561924990490906,0.4205866705808405,3861653.41042,6424822.3,41237761620.0,10961.03026180725,3178.0,10.163293280905192,0.0,11935800000.0,3956800000.0,22158500000.0,8715000000.0,6288600000.0,960200000.0,702100000.0,9569300000.0,5042100000.0,4131899999.999999,,369900000.0,-4501800000.0,4147416000.000001,10664784000.0,0.0,5497200000.0,1498100000.0,53143904000.00001,25629161716.666645,27514742283.333363,-1.74,5.55,359207223328.14264,285.7582039665414,68.89035747271546,2.495459339968527,3752723.431829833,287.2407289717431,185878961131.4323,0.7320767072118928,0.0,0.0,0.0,17177767353.3321
2007,9685960.0,5720169.0,195786078842.58496,133427911343.598,28412578106.5369,29579640296.6515,-1301381964.8206,53701299696.3655,52100554108.4793,,111042000000.0,65127854900.0,14481703000.0,16625263500.0,-981614500.0,43053364300.0,35297388800.0,17029861137.5121,59504974501.3833,98357448651.9094,10312409600.0,29141081800.0,43788762500.0,13120108008.3477,4262826733.64491,691908732.930005,3243473509.09,896731585.55,1591246147.31376,1055366581.7028,78912289.447,366294241.538303,5313631986.14594,7.85124516125,82.8,44929700000.0,16800900000.000002,43144400000.0,1345900000.0,1.6078600889753425,40.0,40.461897300120675,38.85412726716017,16.9648657379261,3840791.76860996,2.614,68.947,12.8608083333333,62148803498.1762,4.87482833139779,47.5095338694939,0.5671598341232397,11831856118.6606,17747784177.9909,6650105400.0,9975158100.0,174892284290.8048,83242253900.0,20893794551.78015,27799746100.0,0.4759629862320723,0.4881126763071742,0.5096933810687241,0.5620509016765166,0.8017192236208363,0.6774858617915427,0.6055486604811239,0.4897251371702136,0.4452002680037994,3943884.92043,6578194.35,45783239645.0,11920.2608220465,5319.0,14.197346976336815,0.0,7782100000.0,13235300000.0,30103000000.0,9983600000.0,12371500000.0,885600000.0,460300000.0,13041400000.0,5412000000.0,1785400000.0,,1063000000.0,-2848400000.0,4704252000.000001,12096648000.0,0.0,5954400000.0,2073100000.0,44416800000.0,17100011961.202496,27316788038.7975,-1.81,2.82,370826502458.38696,291.2215741576266,68.65935920023068,2.5046507712045294,3829062.9402082623,291.9541987770675,193161638613.69724,1.358675691365585,0.0,0.0,0.0,19680162012.52155
2008,9850858.0,5853589.0,207823981739.027,140743647145.104,29523794559.8298,35102960276.8376,421079437.584103,54869053002.6296,57016056343.2616,,134382000000.0,75100239300.0,16024963300.0,20818126000.0,366936700.0,54199412800.0,45815914000.0,17475188630.3361,65800511052.2891,102311686040.062,12603330600.0,35890269900.0,48876175300.0,16674276285.8956,6271446254.13459,751626542.9,4764087001.0,1014028000.0,1992699060.96837,1134718446.9388,105883449.600716,512335605.237139,7719766413.09899,7.23832069891666,94.4,58394500000.0,21385900000.0,54478200000.0,1029700000.0,2.9142295843193287,36.8,43.45410843714188,40.53980443809439,,3920900.084469891,2.603,68.773,13.8733333333333,77494309364.576,5.13358898631882,51.1866049934702,0.6466144998066148,14041184110.73504,21061776166.10256,8327250400.0,12490875600.0,185587385722.6872,97369775800.0,22236596016.339813,37012224200.0,0.5246572951110706,0.5335959442814004,0.5427812901056978,0.5930589852200205,0.9877956668470748,0.8035616094555569,0.7212128502075916,0.5454405950050966,0.4777184033587487,4025688.76297,6731627.35,53553376690.00001,13658.439525688773,7722.0,14.639711198262104,0.0,2580400000.0,26332800000.0,39235800000.0,11327600000.0,18350800000.0,798600000.0,231100000.0,15242400000.0,7352300000.0,3916200000.0,,1611700000.0,-5527900000.0,5988052000.000001,15397848000.0,1447664139.783332,6643500000.0,2031200000.0,49452576000.0,17523974412.077232,31928601587.922768,-0.52,3.56,387388137612.3052,299.68681887349544,68.44397292481688,2.518412365980666,3905530.4701864542,296.71718213183897,201323075810.5179,3.2290913013010014,0.0,0.0,1.0772753343329702,25011414428.8434
2009,10016275.0,5987066.0,214800631921.31097,145913367849.917,30651614071.6315,36117086043.6085,669655117.405499,48967524843.9688,51195232862.969,,143543000000.0,79733207300.0,17904500700.0,20059667800.0,598895800.0,43483988500.0,40053514900.0,18118614439.3221,67706259513.4275,107332007092.926,13575462600.0,35579126300.0,52961512800.0,17339992193.7322,4709830000.0,720130000.0,4143570000.0,1012220000.0,813540000.0,1057930000.0,103470000.0,423040000.0,8574579206.49636,7.02,97.56,56693300000.0,19708500000.0,56584100000.0,1979300000.0,0.0760747650529806,39.2,39.49569118661307,39.419616421560086,,3984906.2006739634,2.973,68.598,12.359625,85343106224.9766,1.99901854108232,39.5433516744626,0.6682615349687837,14446834417.4434,21670251626.165096,8023867120.0,12035800680.0,193156881045.6756,102116101700.0,21643750875.635376,41426898300.0,0.5286692410189245,0.5464421010555501,0.5841291312802632,0.5554065955315319,0.8880168772785297,0.7823680577292944,0.749255007631142,0.525492422055068,0.493436340514409,4107007.53468,6885125.899999999,56163855935.00001,14094.147542419209,8580.0,18.04533763901954,0.0,1847300000.0,25325300000.0,40946600000.0,13205000000.0,14870900000.0,549000000.0,1430300000.0,15637500000.0,9513600000.0,109200000.0,,1277200000.0,-1386400000.0,5518380000.000001,14190120000.0,0.0,6465200000.0,649500000.0,56268856000.0,18055440000.0,38213416000.0,-1.94,1.26,404135816775.2984,301.2092426756194,68.25952899716631,2.5406944970989533,3982911.396507868,301.3320818255245,210776199718.34393,1.9093390090270113,0.0,0.0,0.0,26009988290.5983
2010,10182345.0,6120745.0,223664858124.54,151717227551.548,31592227003.4226,38812785639.8201,641041538.276246,53792113948.785,56847729269.1384,,153204000000.0,85894379100.0,19069871000.0,22849077400.0,599445900.0,56787439100.0,47324644500.0,17905162729.2538,70308280070.2529,112871018498.618,14325141500.0,41561130900.0,60048161000.0,19649723722.1034,6129300487.3046,707694436.83,5006774120.3598,1148813465.0,873745670.09457,960212746.785506,101784071.7,621997989.548348,9730683978.92494,7.01666666666666,100.0,61572400000.0,23018500000.0,59256500000.0,2221100000.0,1.5115793321323203,37.6,40.18981227644186,38.678167671862354,,4078672.8899056497,2.609,68.422,9.90992714868377,96125106678.5504,2.81120414194023,43.2688115125649,0.6849712613981302,15525114255.92804,23287671383.89206,9139630960.0,13709446440.0,201084461298.1247,115934433400.0,22580396826.415314,37269566600.0,0.5765459581092017,0.5661478296577507,0.6036254107041593,0.5886997550765312,1.0556833507987216,0.8324808239208191,0.8000564818433796,0.5911271170119878,0.5320069030894342,4187936.1439,7038856.749999999,63763938370.00001,15633.501408708224,9730.0,17.311614459142934,0.0,2252800000.0,26392900000.0,44519300000.0,14050000000.0,19272800000.0,482000000.0,1739100000.0,14737200000.0,8011000000.0,2315800000.0,,1414600000.0,-3730400000.0,6445180000.000001,16573320000.0,0.0,6744300000.0,1070100000.0,57604704000.0,19857166666.66665,37747537333.33335,-2.64,3.26,422741811576.3535,303.44398279495863,68.12464803872311,2.5762934137016025,4062311.3549547535,305.63099701500784,220272340125.0453,1.5401470731953415,0.0,0.0,0.0,29474585583.1551
2011,10348929.0,6255273.0,235304584104.038,159611689151.863,33880475249.8994,48016836503.4647,1361374516.82978,56262869621.7961,66517651935.5174,,177102000000.0,100909769400.0,22901891200.0,31526855900.0,1412846600.0,73294325100.0,63814125300.0,18452321802.6623,73729745718.3541,118007110061.943,16240135300.0,50483040600.0,68176869600.0,23963164696.592,8174835184.8045,948038341.618849,7126366595.22007,1650733456.0,537204935.340689,1042996646.64181,117258563.539464,858941070.400943,11994673114.8231,6.93696249999999,109.88,75614600000.0,29433500000.0,74232500000.0,1991400000.0,0.7803412722611828,35.3,42.695508802836784,41.915111065939406,,4172769.3988048094,2.255,68.247,10.9153923412969,118201478340.89,3.57882129837961,45.3581817460597,0.7526500202890046,19206734601.38588,28810101902.07882,12610742360.0,18916113540.0,210189177582.95935,134900045500.0,25115406521.078613,42201954500.0,0.6418030036144768,0.6322204215506366,0.675961332628237,0.6565791958769535,1.3027121722139454,0.9593562527111116,0.880113379426153,0.6847038479265076,0.5777352700546039,4269036.16431,7193563.949999999,74195025025.0,17780.763309434595,12019.0,15.67841324701192,0.0,2432200000.0,30830100000.0,52119200000.0,16726400000.000002,22764100000.0,734200000.0,1257200000.0,22113300000.0,9519400000.0,1382000000.0,,2965300000.0,-4347300000.0,8241380000.000001,21192120000.0,0.0,8996100000.0,2236000000.0,62517006000.0,23814592262.49997,38702413737.50003,-2.27,2.19,449621557501.00055,306.63079555892887,68.06133538095972,2.634328419959835,4145267.8489821777,309.4447984656738,230128791965.13785,2.249084999187878,0.0,0.0,0.0,35944747044.888
2012,10515807.0,6390348.0,247357533356.37903,166962681693.293,35535623687.036,49229573137.8201,-1660872873.87039,63743347448.7334,69365209958.9408,,194594000000.0,111363573400.0,25152783000.0,34366836800.0,-1291147000.0,88273365900.0,70711534600.0,19217989561.3814,77566576757.8229,124365044935.846,18363841500.0,54900129500.0,75691563400.0,27084497481.9103,11132827855.4157,1125167106.49696,7997488634.57405,1921422621.98738,1970039110.21655,1110532146.98188,147112672.285848,1059965390.7848,13924289443.0799,6.91,114.85,87990000000.0,34198100000.0,84702000000.0,1887400000.0,1.6896718295528124,35.4,45.21722149706569,43.52754966751287,,4260040.745404824,2.066,68.07,11.1349478606742,141095336029.238,3.58582706729094,50.0146584363154,0.7866912212438655,19691829255.12804,29537743882.69206,13746734720.0,20620102080.0,221149611255.0503,148955534400.0,26207922101.328735,45638465600.0,0.6735509664912349,0.6669967939576616,0.7078188136367551,0.6980933331229322,1.3848247610622466,1.0194092202972662,0.9555547650469218,0.707780745196585,0.6086240988297449,4349909.883599999,7348900.199999999,81925543920.0,19231.164398690456,13927.0,16.331519978071583,0.0,2447900000.0,39560600000.0,59446200000.0,18082600000.0,25785400000.0,573900000.0,1313500000.0,25255800000.0,11497600000.0,3288000000.0,,4342700000.0,-7630600000.0,9575468000.0,24622632000.0,0.0,12111200000.0,1143800000.0,68886276000.0,28945990000.0,39940286000.0,-1.85,2.87,476370052763.7706,310.50784288386745,68.09456987496135,2.724245885907857,4232934.969669887,312.5824868007066,241767949190.02203,2.3119624355020463,0.0,0.0,0.0,40626746222.86545
2013,10682608.0,6527026.0,264167979591.566,176858917920.538,38836965375.3175,55002735766.6245,-506545008.358956,66353571596.8442,75038848507.56,,219725000000.0,127509169700.0,29324083000.0,40379933000.0,-89731500.0,93412577400.0,78679999800.0,20118375748.7867,83407392221.3459,132237384610.736,21115647200.0,60417511800.0,85191085100.0,30659338885.6729,11538700931.3342,1213954465.82258,8729181721.16208,2331501739.0316,1053982417.12107,1201339478.59818,172158814.237793,1749612614.3979,14429068711.377,6.91,121.43,103738800000.0,39974000000.0,102362700000.0,1473500000.0,0.6262828535669587,36.1,47.21301627033792,46.58673341677096,,4323400.696195673,2.437,67.893,11.0513992821175,166645874523.672,3.31838837807072,54.5398474110676,0.8317624276027703,22001094306.6498,33001641459.974697,16151973200.0,24227959800.0,235763152580.8686,166724244100.0,28404827010.697388,53000755900.0,0.7071683690809669,0.7209654520067196,0.7550559812440102,0.7341440827840136,1.4078002909558938,1.0485235496660528,1.0495701772183792,0.7243663923656127,0.6442284483376236,4431393.76218,7506079.899999999,91698334255.0,21209.769970127654,14430.0,15.207620780903968,0.0,2891300000.0,47035800000.0,67907700000.0,20775800000.0,29529300000.0,774400000.0,699100000.0,34455000000.0,12704700000.0,1376100000.0,,5268500000.0,-6644600000.0,11192720000.000002,28781280000.0,0.0,15542600000.0,1680800000.0,79320725000.0,36498620000.0,42822105000.0,0.37,0.43,507554285892.2066,319.6752632014936,68.2511870180036,2.8516988973802766,4327736.017380399,314.82492261422306,252980780131.7805,4.422153909857474,0.0,0.0,0.0,45989008328.50935
2014,10848888.0,6666920.0,278593055730.687,186444888011.765,41446473934.7839,60452450424.9489,386747254.043936,73563193342.7745,86356805766.3942,,245101000000.0,143499688800.0,33532604500.0,47839840900.0,117986000.0,98709824800.0,95696285800.0,20886909561.258,87774957313.668,139271274802.667,22208052400.0,62987150600.0,94542516800.0,32996188017.3661,12809705325.3416,1191842304.71472,9893765587.48859,3024822580.46397,566230700.557408,1176966248.36875,180137043.898414,656566350.80003,15129277524.0077,6.91,128.44,117277500000.0,45279400000.0,124946700000.0,1888800000.0,-3.128995801730715,37.6,47.84864198840478,50.977637790135496,,4423332.056231088,2.021,67.716,9.69422821628935,192715687688.522,3.03332355757079,51.740358250386,0.8797814409162322,24180980169.97956,36271470254.96934,19135936360.0,28703904540.0,247933141677.593,179737719800.0,30659914053.094025,65363280200.0,0.7249443079042943,0.7696627691446541,0.8090580769974212,0.791363138528068,1.3418371377660625,1.1081499014550196,1.0632521931914962,0.7175981911892296,0.6788371610294871,4514571.5472,7666957.999999999,98855745890.00002,22348.7055986998,15123.0,13.103948074022323,0.0,3024400000.0,52174300000.0,80670100000.0,25382100000.0,36842700000.0,996400000.0,892400000.0,44276600000.0,13660100000.0,-7669200000.0,,3072300000.0,4596900000.0,12678232000.000002,32601168000.0,0.0,15601900000.0,1997600000.0,92157976000.0,39697950000.00001,52460025999.99999,1.66,-4.36,542629022022.5452,323.058877945387,68.55777660861246,3.015758081352622,4432851.103283967,315.9322200611716,264689536314.73285,5.252765035419449,0.0,0.0,0.0,49494282026.04915
2015,11014705.0,6807096.0,292124841917.212,196139114740.907,45246058153.9668,63471694444.3796,-1298636193.73213,69209208845.0516,81688721886.6611,,267431000000.0,156018420400.0,39894677000.0,48732720000.0,-2485046500.0,70389398300.0,84518799200.0,21955503604.8893,90075688742.8839,147622864571.298,23349258700.0,57469415100.0,104840615400.0,33000198248.9146,8684018275.65134,1243394801.36305,9071898887.29365,2835251387.9661,-1936209393.39835,1190958193.96266,210175743.521405,554643532.297183,13049620686.0687,6.91,133.65,109041400000.0,47130000000.0,124774100000.0,2188400000.0,-5.882900636051916,40.9,40.77365750417864,46.656558140230565,,4454352.1136745075,3.111,67.538,8.07325379670779,218038615945.278,1.14024731448316,46.1471961581206,0.9154681890278602,25388677777.75184,38083016666.62776,19493088000.0,29239632000.0,259654056919.0712,185659289200.0,32470784998.140778,81771710800.0,0.7150255667211322,0.79544776474644,0.8817271300019838,0.76778665555722,1.0170524916357684,1.0346446516480632,1.0634808984659463,0.6380124970683632,0.7101922571714133,4597376.49648,7828160.399999999,102112609060.00002,22924.233750296124,13056.0,12.809026278735868,0.0,3076800000.0,39332500000.0,84528100000.0,30400300000.0,33364400000.0,1120600000.0,1067800000.0,40245900000.0,13778700000.0,-15732700000.0,,3889400000.0,11843200000.0,13196400000.000002,33933600000.0,0.0,11096800000.0,2581100000.0,109379279000.0,43774850000.0,65604429000.0,2.77,-8.56,578969265365.7975,327.74948003498173,69.03734657513381,3.2113470758266196,4548523.177745798,315.71299670237346,276469702504.3214,5.662515375494315,0.0,0.0,0.0,49500297373.3719
2016,11180020.0,6945218.0,304580814000.124,202802851858.032,45955116069.0692,65639346046.5692,1308583949.05216,65254357141.0433,78263784879.9889,,288931000000.0,161615430600.0,40945394400.0,48479144300.0,907356500.0,57432498600.0,74846642300.0,22643469027.4368,93686251533.2624,155844454694.321,26201754900.0,59398715600.0,116802995000.0,33941126193.9219,7029946630.03064,1244740246.41451,7930773107.40541,2857927957.17761,-1907244254.76485,1246634759.3559,222250464.340478,335365530.426077,10053627485.0797,6.91,138.49,100772300000.0,46338500000.0,117654900000.0,1623000000.0,-5.843125175214843,46.5,34.877635144723136,40.72076031993797,,4514584.928466152,3.498,67.359,7.95202606117997,218044047269.261,0.788114698375915,31.1663267980126,0.9486185167260152,26255738418.62768,39383607627.94152,19391657720.0,29087486580.0,272174175255.0202,202403465500.0,32406638745.10382,86527534500.0,0.7436541887574497,0.7969090627637504,0.8909866387555254,0.7385683621163054,0.880132777583927,0.95633813793661,1.1571440254252416,0.6340174212105291,0.7494844473555485,4678229.39262,7987000.699999999,111321906025.00002,24658.281500714187,10081.0,11.16839038215613,0.0,3438900000.0,28911200000.0,77683300000.0,27936300000.0,31794400000.0,1252300000.0,370700000.0,39971600000.0,13532600000.0,-16882599999.999998,,4565500000.0,12317100000.0,12974780000.000002,33363720000.0,1424000000.0,6162700000.0,2695500000.0,134352915000.0,48439100000.0,85913815000.0,3.75,-9.45,615660148144.0768,329.9584606389027,69.7044870798274,3.4234419379904684,4675395.357277091,314.04713667749166,287468263242.6674,5.952848695165702,0.0,0.0,0.4928512343777581,50911689290.88285
2017,11344587.0,7081896.0,317358607599.99994,212397001077.191,48224355942.1507,73365902399.3101,3306821778.72952,62008275240.6996,82631440399.6843,-6.45808411,309552000000.0,212397001100.0,48224355900.0,73365902400.0,3306821800.0,62008275200.0,82631440400.0,24364055761.0512,95793499160.0881,163473426476.71,24364055800.0,95793499200.0,163473426500.0,45927439594.7902,8133837886.97646,1454951845.50222,8680869448.02264,3081140402.42899,-1898241784.31147,1407996988.86426,232927804.367505,712474137.775022,10245969449.673,6.91,142.4,104283800000.0,46680100000.0,124561900000.0,2040600000.0,-6.55075722334212,51.3,33.68862097482814,40.23941050292035,,4682933.990941608,3.655,68.634,8.10989203240817,239826990837.713,1.02986757658124,33.2474626156162,0.975401304981022,29346360959.724045,44019541439.58606,29346360960.0,44019541440.0,283630981397.8493,283630981500.0,33727626202.150635,25921018500.0,1.0000000003601537,1.0000000001073883,0.9999999991259456,1.0000000000094036,0.9999999993436424,1.0000000000038207,1.0000000015986172,1.0000000004166452,1.0000000001424696,4860588.50064,8144180.399999999,155997039825.0,33311.81693501371,10261.0,10.29683272954298,0.0,3268800000.0,30177000000.0,83812300000.0,32078900000.0,35024400000.0,1768700000.0,271900000.0,40749600000.0,12469600000.0,-20278000000.0,,14642700000.0,5635400000.0,13070428000.000002,33609672000.0,0.0,6312600000.0,3105400000.0,158800176000.0,63233410000.0,95566766000.0,5.14,-9.47,658243043136.183,326.9576755076198,70.55879481920168,3.636015254274099,4815212.404693723,310.9348889595152,297379770286.2156,6.718290653918912,0.0,0.0,0.0,68891159392.1853
2018,11508368.0,7217995.0,326460719199.99994,219030959381.824,49861186154.4756,76585181517.874,3334792539.88636,63181473866.9532,86250631730.2934,37.18858337,325676000000.0,221159477000.0,53788348400.0,76353295000.0,3311757700.0,68096019400.0,88891347700.0,25080027983.0501,98202468447.6807,168159727944.829,24924489400.0,101651921700.0,175069420300.0,48414038842.2576,8940200488.77685,1458805538.29214,9301944791.5431,3089472122.59663,-1724978180.94975,1388281653.93941,251815643.315126,302368781.37636,8929614182.53613,6.91,145.64,107691500000.0,48673300000.0,130361700000.0,2548400000.0,-6.960967341775261,53.1,33.067066655203334,40.02803399697859,,5000008.236896981,3.519,71.798,8.03724252665112,249733082308.431,1.4498952900262,34.8526923233055,0.9975962829404932,30634072607.149597,45951108910.7244,30541318000.0,45811977000.0,291442224375.5598,301645831400.0,35018494824.440125,24030168600.0,1.0350107368494812,1.0097178847418802,1.0787619097820418,0.9969721751221564,1.0777845977983322,1.0306167725004514,0.9937983090307868,1.0351259322382214,1.0410900543169168,5182376.0501,8300694.249999999,165905207270.0,33180.98679232602,8946.0,8.345045262487341,0.0,3259000000.0,34258000000.0,93933400000.0,37119200000.0,38154200000.0,2194900000.0,353500000.0,36428300000.0,13401300000.0,-22670200000.0,,5221600000.0,17448600000.0,13628524000.000002,35044776000.0,0.0,7635900000.0,3076300000.0,172933956000.0,68443550000.0,104490406000.0,5.64,-10.16,701916072497.2478,315.1872949839369,71.5764116189668,3.83378519172754,4968313.830986152,306.5356157610474,307375839654.08386,6.208971911193117,0.0,0.0,0.0,72621058263.3864
2019,11671386.0,7353733.0,331379571499.99994,223162742256.462,50726137807.4083,80103180763.3763,-1944413486.12519,64092381014.5257,85611466179.3224,86398859.0836868,336666000000.0,226807135600.0,54627702200.0,77674895700.0,-1551185200.0,67957094000.0,87367486000.0,25874885015.5699,99462301015.3047,171210872745.494,25874053000.0,103262981200.0,180830288000.0,49056643589.0014,8827819915.73656,1443285122.84592,9085852594.24741,2871435057.8404,-1366094867.23347,1335620196.92987,275421573.736587,-216636843.1305,6455449941.67879,6.91,148.32,107056300000.0,47825300000.0,127461100000.0,2644800000.0,-6.0608436848389795,58.6,31.798963958344473,37.85980764318345,,5252587.818006085,3.682,74.158,8.39953170954601,245833546161.457,1.0303191682966,32.0714901886577,1.015952789352919,32041272305.35052,48061908458.02578,31069958280.0,46604937420.0,296548058776.3686,309967322200.0,34831512723.63135,26698677800.0,1.0452515638746809,1.0163306531667808,1.0769142805116516,0.969685535078196,1.060299101457916,1.0205115027115577,0.9999678446659996,1.0382122688284727,1.056184604985954,5453381.31814,8456792.95,170482027210.0,32456.76857140411,6468.0,6.138743193320225,0.0,2585300000.0,34509300000.0,95742200000.0,37178000000.0,39030100000.0,2542100000.0,102700000.0,31718900000.0,13143900000.0,-20404800000.0,,7547100000.0,12857700000.0,13391084000.000002,34434216000.0,0.0,6447400000.0,1910700000.0,197286276000.0,76010000000.0,121276276000.0,5.12,-9.09,746923449635.7617,302.79323116001734,72.71423135664091,4.0016597648580765,5133233.25877131,301.1689071601724,316485281079.7191,4.70615580271776,0.0,0.0,0.0,73584965383.5021
2020,11816299.0,7482810.0,289229849599.99994,197884884579.59,49615818313.4137,47866956094.137,5075276140.26275,48766449430.2715,59808888104.9447,610885421.32531,296598000000.0,198525555300.0,54403676500.0,46179012000.0,4092771500.0,49331023500.0,60362621300.0,27090793572.779,79517525297.5765,153652393687.701,26677667100.0,79751072300.0,163087965000.0,42313784081.042,7013096617.01611,424590270.351746,6333861464.06692,1728570355.87811,-15915747.1054326,1126517920.43532,215679931.571257,-1129487271.3377,5247234668.79634,6.91,149.71,85491600000.0,36564900000.0,117567500000.0,2765000000.0,-10.814604279192713,78.0,28.824064895919733,39.63866917511244,,4980032.749411847,7.903,72.264,7.59222372184479,268645239885.776,0.497346305966912,29.4701072049889,1.025475069084986,19146782437.6548,28720173656.4822,18471604800.0,27707407200.0,260260712558.0565,269516704400.0,28969137041.94345,27081295600.0,1.0355643068481908,1.0032375930166224,1.0964986238127186,0.9647367572147804,1.011577100164648,1.0092583763484062,0.9847503000726376,1.0029370506885054,1.0614085539824183,5407377.818399999,8605231.5,148234187420.0,29765.705343505375,5276.0,7.247629585629014,0.0,2551000000.0,29846400000.0,100779900000.0,38499000000.0,34026400000.0,2439000000.0,326000000.0,16787599999.999998,22164600000.0,-32075900000.0,,5150100000.0,24699600000.0,10238172000.000002,26326728000.0,10005680000.0,5751800000.0,1697000000.0,231346440000.0,82070070000.0,149276370000.0,-9.82,-5.08,757444233248.1106,270.43170350400396,73.9313637935525,4.121399136255719,5304141.7693522265,295.24087002720347,324854611913.9168,-10.966371111073247,0.0,0.0,3.3734819520023738,63470676121.563
